,Finance Boom,Suppose I Do,Chalice Well,Im Over Dancing,Its My Turn,Refreshing,Upforthechallenge,Wango Award,Zoom Torino
10-01-2023 12:09:40.468887,"(10.0, 12.0, 11.0)","(10.0, 11.0, 10.942857142857143)","(5.5, 8.8, 8.492307692307692)","(10.0, 14.0, 13.6)","(3.5, 4.3, 4.2125)","(5.0, 7.4, 7.527272727272727)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:41.702560,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.969696969696969)","(5.5, 8.8, 8.609523809523811)","(10.0, 14.5, 13.038461538461538)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.290909090909091)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:42.879481,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.618181818181819)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.290909090909091)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:44.026665,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.618181818181819)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.290909090909091)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:45.226975,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.618181818181819)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:46.476037,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.618181818181819)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:47.798005,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.345454545454546)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:49.006472,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.345454545454546)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:50.238383,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.345454545454546)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:51.644346,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.345454545454546)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:52.902496,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.8, 7.345454545454546)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:54.173274,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.79245283018868)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.6, 7.2)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:55.509345,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.735294117647058)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.6, 7.2)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:56.811385,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.735294117647058)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.6, 7.2)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:58.062127,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.735294117647058)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.6, 7.2)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:09:59.460841,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.735294117647058)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.6, 7.2)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:00.687705,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.735294117647058)","(5.5, 8.8, 8.682352941176472)","(10.0, 14.5, 12.915094339622641)","(3.5, 4.3, 4.225)","(5.0, 7.6, 7.2)","(101.0, 200.0, 140.0)","(3.4, 4.0, 3.9944444444444445)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:01.933421,"(10.0, 12.0, 11.11111111111111)","(10.0, 11.0, 10.944444444444445)","(5.5, 8.8, 8.620000000000001)","(10.0, 14.5, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:03.160036,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.575)","(10.0, 14.0, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:04.346301,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.575)","(10.0, 14.0, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:05.615414,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.575)","(10.0, 14.0, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:06.886422,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.575)","(10.0, 14.0, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:08.116175,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.51578947368421)","(10.0, 14.0, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:09.344971,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.51578947368421)","(10.0, 14.0, 13.526315789473685)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.230769230769231)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:10.637418,"(10.0, 12.0, 11.357142857142858)","(10.0, 11.5, 11.39655172413793)","(5.5, 8.8, 8.575)","(10.0, 14.0, 12.981818181818182)","(3.5, 4.3, 4.221875)","(5.0, 7.6, 7.444444444444445)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:12.007374,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 11.985714285714286)","(5.5, 8.8, 8.575)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.3, 4.221875)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:13.287183,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 11.985714285714286)","(5.5, 8.8, 8.51578947368421)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.3, 4.221875)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:14.461397,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 11.985714285714286)","(5.5, 8.8, 8.51578947368421)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.3, 4.221875)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:15.811028,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 11.985714285714286)","(5.5, 8.8, 8.51578947368421)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.3, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:16.987917,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 11.985714285714286)","(5.5, 8.8, 8.51578947368421)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:18.115328,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 12.240384615384615)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.295238095238095)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:19.298316,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 12.240384615384615)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.295238095238095)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:20.486267,"(10.0, 12.0, 11.357142857142858)","(10.0, 12.5, 12.240384615384615)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.295238095238095)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:21.672809,"(10.0, 12.0, 11.25)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:22.929880,"(10.0, 12.0, 11.205882352941176)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:24.167332,"(10.0, 12.0, 11.205882352941176)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:25.413656,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:26.645781,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:27.811497,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:29.046814,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.333333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:30.314761,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.4)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:31.822414,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.4)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:33.128801,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.981818181818182)","(3.5, 4.4, 4.31764705882353)","(5.0, 7.8, 7.4)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:34.405567,"(10.0, 12.0, 11.035714285714286)","(10.0, 12.5, 12.254545454545454)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.4, 4.225925925925926)","(5.0, 7.8, 7.706666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:35.588002,"(10.0, 11.5, 10.717391304347826)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.706666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:36.839457,"(10.0, 11.5, 10.717391304347826)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.706666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:38.046003,"(10.0, 11.5, 10.717391304347826)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.706666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:39.597466,"(10.0, 11.5, 10.535714285714286)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.706666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:40.869584,"(10.0, 11.5, 10.535714285714286)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.706666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:42.129351,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.5)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:43.307776,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:44.456399,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:45.594509,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:46.738506,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:48.200769,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:49.420607,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:50.707567,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:52.164279,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:53.450410,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.466666666666667)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:54.662555,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.5200000000000005)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:55.877099,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.5200000000000005)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:57.011215,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:58.181438,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.090909090909092)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:10:59.511309,"(10.0, 11.5, 10.535714285714286)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:11:00.827708,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:11:02.020111,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 508.5185185185185)"
10-01-2023 12:11:03.334838,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 550.0, 518.4)"
10-01-2023 12:11:04.562361,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.6571428571428575)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 540.0, 518.4)"
10-01-2023 12:11:05.731256,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.733333333333333)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 540.0, 491.7857142857143)"
10-01-2023 12:11:06.973967,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.860869565217391)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 540.0, 491.7857142857143)"
10-01-2023 12:11:08.140722,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 8.0, 7.7846153846153845)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 540.0, 491.7857142857143)"
10-01-2023 12:11:09.308231,"(10.0, 11.5, 10.65625)","(10.0, 12.5, 12.14)","(5.5, 8.8, 8.460869565217392)","(10.0, 13.0, 12.976190476190476)","(3.5, 4.3, 4.225925925925926)","(5.0, 7.8, 7.7846153846153845)","(101.0, 200.0, 136.0)","(3.4, 4.0, 3.9983333333333335)","(51.0, 540.0, 491.7857142857143)"
